[2026-09-18 19:31:19]	[EmigProbe] shell attached 
[2026-09-18 19:32:27]	[EmigTest] FOOD foreign FoodQueue -50 -> null before={"name":"Paris","owner":4,"food":1910.25,"net":92.99,"turns":3,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} now={"name":"Paris","owner":4,"food":1910.25,"net":92.99,"turns":3,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} +3s={"name":"Paris","owner":4,"food":1910.25,"net":92.99,"turns":3,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} 
[2026-09-18 19:32:27]	[EmigTest] PROD own busy={"name":"London","owner":0,"empty":false,"progress":0,"required":646,"turnsLeft":4,"hash":-689809087,"net":170} foreign busy={"name":"Paris","owner":4,"empty":false,"progress":686.63,"required":750,"turnsLeft":1,"hash":-105080555,"net":47} 
[2026-09-18 19:32:27]	[EmigTest] PROD own CALL BuildQueue.addProgress(50) on London (owner 0) 
[2026-09-18 19:32:30]	[EmigTest] PROD own BuildQueue 50 -> null before={"name":"London","owner":0,"empty":false,"progress":0,"required":646,"turnsLeft":4,"hash":-689809087,"net":170} now={"name":"London","owner":0,"empty":false,"progress":0,"required":646,"turnsLeft":4,"hash":-689809087,"net":170} +3s={"name":"London","owner":0,"empty":false,"progress":107.64,"required":646,"turnsLeft":3,"hash":-689809087,"net":170} 
[2026-09-18 19:32:30]	[EmigTest] PROD own CALL BuildQueue.addProgress(-50) on London (owner 0) 
[2026-09-18 19:32:33]	[EmigTest] PROD own BuildQueue -50 -> null before={"name":"London","owner":0,"empty":false,"progress":107.64,"required":646,"turnsLeft":3,"hash":-689809087,"net":170} now={"name":"London","owner":0,"empty":false,"progress":107.64,"required":646,"turnsLeft":3,"hash":-689809087,"net":170} +3s={"name":"London","owner":0,"empty":false,"progress":50.14,"required":646,"turnsLeft":4,"hash":-689809087,"net":170} 
[2026-09-18 19:32:33]	[EmigTest] PROD foreign CALL BuildQueue.addProgress(50) on Paris (owner 4) 
[2026-09-18 19:32:36]	[EmigTest] PROD foreign BuildQueue 50 -> null before={"name":"Paris","owner":4,"empty":false,"progress":686.63,"required":750,"turnsLeft":1,"hash":-105080555,"net":47} now={"name":"Paris","owner":4,"empty":false,"progress":686.63,"required":750,"turnsLeft":1,"hash":-105080555,"net":47} +3s={"name":"Paris","owner":4,"empty":false,"progress":0,"required":750,"turnsLeft":10,"hash":-105080555,"net":47} 
[2026-09-18 19:32:36]	[EmigTest] PROD foreign CALL BuildQueue.addProgress(-50) on Paris (owner 4) 
[2026-09-18 19:32:39]	[EmigTest] PROD foreign BuildQueue -50 -> null before={"name":"Paris","owner":4,"empty":false,"progress":0,"required":750,"turnsLeft":10,"hash":-105080555,"net":47} now={"name":"Paris","owner":4,"empty":false,"progress":0,"required":750,"turnsLeft":10,"hash":-105080555,"net":47} +3s={"name":"Paris","owner":4,"empty":false,"progress":0,"required":750,"turnsLeft":10,"hash":-105080555,"net":47} 
[2026-09-18 19:32:39]	[EmigTest] TURN CALL FoodQueue.addProgress(50) + BuildQueue.addProgress(50) before end turn 
[2026-09-18 19:32:41]	[EmigTest] TURN pre={"food":{"name":"London","owner":0,"food":10.83,"net":59,"turns":28,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"},"prod":{"name":"London","owner":0,"empty":false,"progress":50.14,"required":646,"turnsLeft":4,"hash":-689809087,"net":170}} afterWrite={"food":{"name":"London","owner":0,"food":10.83,"net":59,"turns":28,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"},"prod":{"name":"London","owner":0,"empty":false,"progress":107.64,"required":646,"turnsLeft":3,"hash":-689809087,"net":170}} 
[2026-09-18 19:32:53]	[EmigTest] ENDTURN blocked: ONE AUTOPLAY TURN (the AI spends and assigns; stocks still readable) 
[2026-09-18 19:33:15]	[EmigTest] POPUP dismissing screen-natural-disaster-placard 
[2026-09-18 19:33:18]	[EmigTest] POPUP dismissing screen-tech-civic-complete 
[2026-09-18 19:33:21]	[EmigTest] TURN next turn=67 autoplay=1 food={"name":"London","owner":0,"food":132.33,"net":121.5,"turns":13,"pop":36,"fq":"IsQueued,addProgress,completeProduction,front,getConstructionLocation,getItemFoodCost,getPercentComplete,getProgress,getQueue,getTurnsLeft,getUnitFoodCost,hasBeenPlaced,hasProgress,numEntries"} prod={"name":"London","owner":0,"empty":false,"progress":303.14,"required":646,"turnsLeft":2,"hash":-689809087,"net":170} (expected food ~ afterWrite.food + net; production ~ afterWrite.progress + net, or a completion) 
[2026-09-18 19:33:21]	[EmigTest] DONE modtest153 finished 
