[2026-09-16 06:32:44]	[EmigProbe] shell attached 
[2026-09-16 06:33:18]	[EmigTest] D RENDER MAURYA/refugee "\"Tu proverai sì come sa di sale / lo pane altrui, e come è duro calle / lo scendere e 'l salir per l'altrui scale. (Thou" 
[2026-09-16 06:33:18]	[EmigTest] D RENDER MAURYA/migrant "\"bhūtapūrvam abhūtapūrvaṃ vā janapadaṃ paradeśāpavāhanena svadeśābhiṣyandavamanena vā niveśayet (He should settle the co" 
[2026-09-16 06:33:18]	[EmigTest] C QUARTER BABYLON demonym="Babylonian" opts=2 quote="\"dannum enšam ana lā ḫabālim (That the strong might not oppress the weak.)\" — Hammurabi, Laws of Ham" 
[2026-09-16 06:33:18]	[EmigTest] C QUARTER ENGLAND demonym="English" opts=2 quote="\"Nullus liber homo capiatur vel imprisonetur… nisi per legale judicium parium suorum vel per legem t" 
[2026-09-16 06:33:18]	[EmigTest] C QUARTER GAUL demonym="Gallic" opts=2 quote="\"Gallia est omnis divisa in partes tres. (Gaul as a whole is divided into three parts.)\" — Julius Ca" 
[2026-09-16 06:33:18]	[EmigTest] C QUARTER GORYEO demonym="Goryeo" opts=2 quote="\"The green of their pottery the people of Goryeo call kingfisher-colour.\" — Xu Jing, Xuanhe fengshi " 
[2026-09-16 06:33:18]	[EmigTest] C QUARTER JOSEON demonym="Joseon" opts=2 quote="\"The speech of our country differs from that of China.\" — King Sejong, Hunminjeongeum, preface (1446" 
[2026-09-16 06:33:18]	[EmigTest] E LEADER WASHINGTON = {"happinessPull":0.75} 
[2026-09-16 06:33:18]	[EmigTest] E LEADER ELIZABETH = {"warRetention":0.9} 
[2026-09-16 06:33:18]	[EmigTest] E LEADER YI_SUN_SIN = "neutral" 
[2026-09-16 06:33:18]	[EmigTest] E LEADER ASHOKA_ALT = {"happinessPull":0.9,"assimilationEase":0.85} 
[2026-09-16 06:33:18]	[EmigTest] E LEADER XERXES_ALT = "neutral" 
[2026-09-16 06:33:18]	[EmigTest] E LEADER NAPOLEON_ALT = {"warRetention":1.2} 
[2026-09-16 06:33:18]	[EmigTest] E LEADER HIMIKO_ALT = {"happinessPull":0.8} 
[2026-09-16 06:33:18]	[EmigTest] E LEADER FRIEDRICH_ALT = {"warRetention":1.15} 
[2026-09-16 06:33:18]	[EmigTest] E CIV BABYLON = {"overcrowdDiscount":0.5,"sourceBias":0.5} 
[2026-09-16 06:33:18]	[EmigTest] E CIV ENGLAND = "neutral" 
[2026-09-16 06:33:18]	[EmigTest] E CIV GAUL = {"warRetention":1.2} 
[2026-09-16 06:33:18]	[EmigTest] E CIV GORYEO = "neutral" 
[2026-09-16 06:33:18]	[EmigTest] E CIV JOSEON = {"overcrowdDiscount":0.6} 
[2026-09-16 06:33:18]	[EmigTest] E ENGLAND no longer Norman-tuned: "neutral" | NORMAN still = {"warRetention":1.4} 
[2026-09-16 06:33:18]	[EmigTest] E PERSONA ASHOKA={"happinessPull":0.9} vs ALT={"happinessPull":0.9,"assimilationEase":0.85} 
[2026-09-16 06:33:18]	[EmigTest] E PERSONA HIMIKO={"happinessPull":0.85} vs ALT={"happinessPull":0.8} 
[2026-09-16 06:33:18]	[EmigTest] E PERSONA XERXES={"assimilationEase":1.25} vs ALT="neutral" 
[2026-09-16 06:33:18]	[EmigTest] E PERSONA NAPOLEON={"sourceBias":0.5} vs ALT={"warRetention":1.2} 
[2026-09-16 06:33:18]	[EmigTest] F live players=25 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":0,"civ":"CIVILIZATION_MONGOLIA","lead":"LEADER_AUGUSTUS","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":2,"civ":"CIVILIZATION_BULGARIA","lead":"LEADER_CATHERINE","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":4,"civ":"CIVILIZATION_NORMAN","lead":"LEADER_LAFAYETTE","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":6,"civ":"CIVILIZATION_SONGHAI","lead":"LEADER_HARRIET_TUBMAN","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":7,"civ":"CIVILIZATION_MING","lead":"LEADER_FRIEDRICH","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":8,"civ":"CIVILIZATION_CHOLA","lead":"LEADER_ASHOKA_ALT","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":9,"civ":"CIVILIZATION_SENGOKU","lead":"LEADER_TOYOTOMI_HIDEYOSHI","inCiv":true,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":10,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":11,"civ":"CIVILIZATION_INDEPENDENT","lead":"LEADER_MINOR_CIV_DEFAULT","inCiv":false,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":12,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":13,"civ":"CIVILIZATION_INDEPENDENT","lead":"LEADER_MINOR_CIV_DEFAULT","inCiv":false,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":14,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":15,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":16,"civ":"CIVILIZATION_INDEPENDENT","lead":"LEADER_MINOR_CIV_DEFAULT","inCiv":false,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":17,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":20,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":21,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":22,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":23,"civ":"CIVILIZATION_INDEPENDENT","lead":"LEADER_MINOR_CIV_DEFAULT","inCiv":false,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":24,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":25,"civ":"CIVILIZATION_INDEPENDENT","lead":"LEADER_MINOR_CIV_DEFAULT","inCiv":false,"inLead":true} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":26,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":27,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":28,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F  {"id":29,"civ":"CIVILIZATION_INDEPENDENT","lead":"-1","inCiv":false,"inLead":false} 
[2026-09-16 06:33:18]	[EmigTest] F players whose engine type is NOT a roster key: 18 ["CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/LEADER_MINOR_CIV_DEFAULT","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/LEADER_MINOR_CIV_DEFAULT","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/LEADER_MINOR_CIV_DEFAULT","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/LEADER_MINOR_CIV_DEFAULT","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/LEADER_MINOR_CIV_DEFAULT","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1","CIVILIZATION_INDEPENDENT/-1"] 
[2026-09-16 06:33:18]	[EmigTest] SUMMARY modtest95 roster+ottoman+newcivs+text+tuning checked in engine 
[2026-09-16 06:33:18]	[EmigTest] DONE modtest95 finished 
