[2026-09-16 13:55:49]	[EmigProbe] shell attached 
[2026-09-16 13:57:49]	[EmigTest] Q2 minorsExisting=[10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35!notAlive 36 37 38 39 40!notAlive 41!notAlive 42!notAlive 43!notAlive 44!notAlive 45!notAlive 46!notAlive 47!notAlive 48!notAlive 49!notAlive 63!notAlive] 
[2026-09-16 13:57:49]	[EmigTest] CITY 'London' besieged=false unitsInContact=[] occupiers=[] atWarCount=18 
[2026-09-16 13:57:49]	[EmigTest] CITY 'Liverpool' besieged=false unitsInContact=[27] occupiers=[] atWarCount=18 
[2026-09-16 13:57:49]	[EmigTest]   ATTACKERS 'Liverpool' 27{major=false minor=false indep=true} 
[2026-09-16 13:57:49]	[EmigTest] CITY 'Leeds' besieged=false unitsInContact=[] occupiers=[] atWarCount=18 
[2026-09-16 13:57:49]	[EmigTest] SUMMARY cities=3 atWarCount=18 
[2026-09-16 13:58:10]	[EmigTest] T n=5 
[2026-09-16 13:58:10]	[EmigTest] Q2 hasIsAtWarWith=true atWarWith=[10{major=false minor=false indep=true} 11{major=false minor=false indep=true} 12{major=false minor=false indep=true} 13{major=false minor=false indep=true} 14{major=false minor=false indep=true} 16{major=false minor=false indep=true} 17{major=false minor=false indep=true} 19{major=false minor=false indep=true} 22{major=false minor=false indep=true} 27{major=false minor=false indep=true} 29{major=false minor=false indep=true} 31{major=false minor=false indep=true} 32{major=false minor=false indep=true} 33{major=false minor=false indep=true} 34{major=false minor=false indep=true} 36{major=false minor=false indep=true} 37{major=false minor=false indep=true} 38{major=false minor=false indep=true}] 
[2026-09-16 13:58:10]	[EmigTest] Q2 minorsExisting=[10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35!notAlive 36 37 38 39 40!notAlive 41!notAlive 42!notAlive 43!notAlive 44!notAlive 45!notAlive 46!notAlive 47!notAlive 48!notAlive 49!notAlive 63!notAlive] 
[2026-09-16 13:58:10]	[EmigTest] CITY 'London' besieged=false unitsInContact=[] occupiers=[] atWarCount=18 
[2026-09-16 13:58:10]	[EmigTest] CITY 'Liverpool' besieged=false unitsInContact=[27] occupiers=[] atWarCount=18 
[2026-09-16 13:58:10]	[EmigTest]   ATTACKERS 'Liverpool' 27{major=false minor=false indep=true} 
[2026-09-16 13:58:10]	[EmigTest] CITY 'Leeds' besieged=false unitsInContact=[] occupiers=[] atWarCount=18 
[2026-09-16 13:58:10]	[EmigTest] SUMMARY cities=3 atWarCount=18 
[2026-09-16 13:58:17]	[EmigTest] T n=6 
[2026-09-16 13:58:17]	[EmigTest] Q2 hasIsAtWarWith=true atWarWith=[10{major=false minor=false indep=true} 11{major=false minor=false indep=true} 12{major=false minor=false indep=true} 13{major=false minor=false indep=true} 14{major=false minor=false indep=true} 16{major=false minor=false indep=true} 17{major=false minor=false indep=true} 19{major=false minor=false indep=true} 22{major=false minor=false indep=true} 27{major=false minor=false indep=true} 29{major=false minor=false indep=true} 31{major=false minor=false indep=true} 32{major=false minor=false indep=true} 33{major=false minor=false indep=true} 34{major=false minor=false indep=true} 36{major=false minor=false indep=true} 37{major=false minor=false indep=true} 38{major=false minor=false indep=true}] 
[2026-09-16 13:58:17]	[EmigTest] Q2 minorsExisting=[10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35!notAlive 36 37 38 39 40!notAlive 41!notAlive 42!notAlive 43!notAlive 44!notAlive 45!notAlive 46!notAlive 47!notAlive 48!notAlive 49!notAlive 63!notAlive] 
[2026-09-16 13:58:17]	[EmigTest] CITY 'London' besieged=false unitsInContact=[] occupiers=[] atWarCount=18 
[2026-09-16 13:58:17]	[EmigTest] CITY 'Liverpool' besieged=false unitsInContact=[27] occupiers=[] atWarCount=18 
[2026-09-16 13:58:17]	[EmigTest]   ATTACKERS 'Liverpool' 27{major=false minor=false indep=true} 
[2026-09-16 13:58:17]	[EmigTest] CITY 'Leeds' besieged=false unitsInContact=[] occupiers=[] atWarCount=18 
[2026-09-16 13:58:17]	[EmigTest] SUMMARY cities=3 atWarCount=18 
[2026-09-16 13:58:38]	[EmigTest] T n=7 
[2026-09-16 13:58:38]	[EmigTest] Q2 hasIsAtWarWith=true atWarWith=[10{major=false minor=false indep=true} 11{major=false minor=false indep=true} 12{major=false minor=false indep=true} 13{major=false minor=false indep=true} 14{major=false minor=false indep=true} 16{major=false minor=false indep=true} 17{major=false minor=false indep=true} 19{major=false minor=false indep=true} 22{major=false minor=false indep=true} 27{major=false minor=false indep=true} 29{major=false minor=false indep=true} 31{major=false minor=false indep=true} 32{major=false minor=false indep=true} 33{major=false minor=false indep=true} 34{major=false minor=false indep=true} 35{major=false minor=false indep=true} 36{major=false minor=false indep=true} 37{major=false minor=false indep=true} 38{major=false minor=false indep=true}] 
[2026-09-16 13:58:38]	[EmigTest] Q2 minorsExisting=[10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40!notAlive 41!notAlive 42!notAlive 43!notAlive 44!notAlive 45!notAlive 46!notAlive 47!notAlive 48!notAlive 49!notAlive 63!notAlive] 
[2026-09-16 13:58:38]	[EmigTest] CITY 'London' besieged=false unitsInContact=[] occupiers=[] atWarCount=19 
[2026-09-16 13:58:38]	[EmigTest] CITY 'Liverpool' besieged=false unitsInContact=[27] occupiers=[] atWarCount=19 
[2026-09-16 13:58:38]	[EmigTest]   ATTACKERS 'Liverpool' 27{major=false minor=false indep=true} 
[2026-09-16 13:58:38]	[EmigTest] CITY 'Leeds' besieged=false unitsInContact=[] occupiers=[] atWarCount=19 
[2026-09-16 13:58:38]	[EmigTest] SUMMARY cities=3 atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest] T n=8 
[2026-09-16 13:59:02]	[EmigTest] Q2 hasIsAtWarWith=true atWarWith=[10{major=false minor=false indep=true} 11{major=false minor=false indep=true} 12{major=false minor=false indep=true} 13{major=false minor=false indep=true} 14{major=false minor=false indep=true} 16{major=false minor=false indep=true} 17{major=false minor=false indep=true} 19{major=false minor=false indep=true} 22{major=false minor=false indep=true} 27{major=false minor=false indep=true} 29{major=false minor=false indep=true} 31{major=false minor=false indep=true} 32{major=false minor=false indep=true} 33{major=false minor=false indep=true} 34{major=false minor=false indep=true} 35{major=false minor=false indep=true} 36{major=false minor=false indep=true} 37{major=false minor=false indep=true} 38{major=false minor=false indep=true}] 
[2026-09-16 13:59:02]	[EmigTest] Q2 minorsExisting=[10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40!notAlive 41!notAlive 42!notAlive 43!notAlive 44!notAlive 45!notAlive 46!notAlive 47!notAlive 48!notAlive 49!notAlive 63!notAlive] 
[2026-09-16 13:59:02]	[EmigTest] CITY 'London' besieged=false unitsInContact=[] occupiers=[] atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest] CITY 'Liverpool' besieged=false unitsInContact=[27] occupiers=[] atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest]   ATTACKERS 'Liverpool' 27{major=false minor=false indep=true} 
[2026-09-16 13:59:02]	[EmigTest] CITY 'Leeds' besieged=false unitsInContact=[] occupiers=[] atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest] SUMMARY cities=3 atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest] FINAL sweep 
[2026-09-16 13:59:02]	[EmigTest] Q1 getAlive n=40 0{major=true minor=false indep=false} 1{major=true minor=false indep=false} 2{major=true minor=false indep=false} 3{major=true minor=false indep=false} 4{major=true minor=false indep=false} 5{major=true minor=false indep=false} 6{major=true minor=false indep=false} 7{major=true minor=false indep=false} 8{major=true minor=false indep=false} 9{major=true minor=false indep=false} 10{major=false minor=false indep=true} 11{major=false minor=false indep=true} 12{major=false minor=false indep=true} 13{major=false minor=false indep=true} 14{major=false minor=false indep=true} 15{major=false minor=true indep=false} 16{major=false minor=false indep=true} 17{major=false minor=false indep=true} 18{major=false minor=true indep=false} 19{major=false minor=false indep=true} 20{major=false minor=true indep=false} 21{major=false minor=false indep=true} 22{major=false minor=false indep=true} 23{major=false minor=false indep=true} 24{major=false minor=false indep=true} 25{majo
[2026-09-16 13:59:02]	[EmigTest] Q2 hasIsAtWarWith=true atWarWith=[10{major=false minor=false indep=true} 11{major=false minor=false indep=true} 12{major=false minor=false indep=true} 13{major=false minor=false indep=true} 14{major=false minor=false indep=true} 16{major=false minor=false indep=true} 17{major=false minor=false indep=true} 19{major=false minor=false indep=true} 22{major=false minor=false indep=true} 27{major=false minor=false indep=true} 29{major=false minor=false indep=true} 31{major=false minor=false indep=true} 32{major=false minor=false indep=true} 33{major=false minor=false indep=true} 34{major=false minor=false indep=true} 35{major=false minor=false indep=true} 36{major=false minor=false indep=true} 37{major=false minor=false indep=true} 38{major=false minor=false indep=true}] 
[2026-09-16 13:59:02]	[EmigTest] Q2 minorsExisting=[10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40!notAlive 41!notAlive 42!notAlive 43!notAlive 44!notAlive 45!notAlive 46!notAlive 47!notAlive 48!notAlive 49!notAlive 63!notAlive] 
[2026-09-16 13:59:02]	[EmigTest] CITY 'London' besieged=false unitsInContact=[] occupiers=[] atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest] CITY 'Liverpool' besieged=false unitsInContact=[27] occupiers=[] atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest]   ATTACKERS 'Liverpool' 27{major=false minor=false indep=true} 
[2026-09-16 13:59:02]	[EmigTest] CITY 'Leeds' besieged=false unitsInContact=[] occupiers=[] atWarCount=19 
[2026-09-16 13:59:02]	[EmigTest] SUMMARY cities=3 atWarCount=19 
[2026-09-16 13:59:06]	[EmigTest] DONE modtest110 finished 
